SampleID,Decimal.Chronological.Age
204316970001_R01C01,58.7
204316970001_R03C01,57.53
204316970001_R04C01,70.1
204316970001_R05C01,53.61
204316970001_R06C01,38.64
204316970001_R07C01,33.22
204316970001_R08C01,61.13
204316970003_R01C01,71.07
204316970003_R02C01,35.88
204316970003_R04C01,54.6
204316970003_R05C01,38.92
204316970003_R06C01,54.22
204316970003_R07C01,55.7
204316970003_R08C01,48.02
204316970018_R02C01,65.3
204316970018_R03C01,64.03
204316970018_R04C01,63.16
204316970018_R05C01,34.48
204316970018_R06C01,44.56
204316970018_R07C01,39.66
204316970018_R08C01,54.36
204316970021_R01C01,58.71
204316970021_R02C01,46.31
204316970021_R03C01,41.22
204316970021_R04C01,42.16
204316970021_R05C01,38.51
204316970021_R06C01,52.65
204316970021_R07C01,46.14
204316970022_R01C01,73.94
204316970022_R02C01,60.82
204316970022_R03C01,56.98
204316970022_R04C01,33.66
204316970022_R05C01,63.06
204316970022_R06C01,68
204316970022_R07C01,37.41
204316970022_R08C01,56.19
204316970024_R01C01,53.28
204316970024_R02C01,47.23
204316970024_R03C01,52.49
204316970024_R04C01,29.05
204316970024_R05C01,43.06
204316970024_R06C01,63.92
204316970024_R07C01,59.84
204316970029_R01C01,37.43
204316970029_R02C01,52.6
204316970029_R04C01,52.79
204316970029_R05C01,46.96
204316970029_R06C01,48.06
204316970029_R07C01,47.55
204316970038_R01C01,66.82
204316970038_R02C01,63.25
204316970038_R03C01,56.65
204316970038_R04C01,50.02
204316970038_R05C01,47.79
204316970038_R06C01,50.85
204316970038_R07C01,54.28
204316970041_R02C01,39.16
204316970041_R03C01,73.72
204316970041_R04C01,47.29
204316970041_R05C01,45.54
204316970041_R06C01,29.44
204316970041_R07C01,66.24
204316970041_R08C01,50.51
204316970060_R01C01,32.97
204316970060_R02C01,38.14
204316970060_R03C01,56.59
204316970060_R04C01,40.78
204316970060_R05C01,46.79
204316970060_R06C01,34.2
204316970060_R07C01,55.81
204316970061_R01C01,39.17
204316970061_R02C01,48.87
204316970061_R03C01,49.72
204316970061_R04C01,42.32
204316970061_R05C01,58.73
204316970061_R06C01,45.82
204316970061_R07C01,53.86
204316970061_R08C01,47.27
204316970062_R01C01,58.6
204316970062_R02C01,69.62
204316970062_R04C01,61.39
204316970062_R05C01,52.58
204316970062_R06C01,53.9
204316970062_R07C01,41.54
204316970062_R08C01,44.5
204316970063_R01C01,65.17
204316970063_R02C01,32.22
204316970063_R03C01,65.43
204316970063_R04C01,46.29
204316970063_R05C01,49.96
204316970063_R06C01,38.4
204316970063_R07C01,45.47
204316970087_R01C01,60.04
204316970087_R02C01,50.1
204316970087_R03C01,50.55
204316970087_R04C01,41.99
204316970087_R05C01,44
204316970087_R06C01,73.9
204316970087_R07C01,66.86
204316970087_R08C01,43.46
204316970091_R01C01,83.51
204316970091_R02C01,41.45
204316970091_R03C01,44.18
204316970091_R04C01,44.79
204316970091_R05C01,41.89
204316970091_R06C01,57.39
204316970091_R07C01,35.98
204316970091_R08C01,86.71
204316970093_R01C01,51.44
204316970093_R02C01,52.4
204316970093_R03C01,55.15
204316970093_R04C01,50.24
204316970093_R05C01,44.89
204316970093_R06C01,62.77
204316970093_R07C01,42.38
204316970093_R08C01,50.73
204316970095_R02C01,47.09
204316970095_R03C01,53.91
204316970095_R04C01,53.91
204316970095_R05C01,65.14
204316970095_R06C01,44.35
204316970095_R07C01,62.26
204316970097_R01C01,31.7
204316970097_R02C01,51.71
204316970097_R03C01,59.93
204316970097_R04C01,32.5
204316970097_R05C01,33.91
204316970097_R06C01,62.46
204316970097_R07C01,42.55
204316970097_R08C01,67.28
204316970102_R01C01,50.57
204316970102_R02C01,43.04
204316970102_R03C01,75.42
204316970102_R04C01,75.52
204316970102_R05C01,31.27
204316970102_R06C01,50.52
204316970102_R07C01,38.75
204316970102_R08C01,46.25
204316970103_R01C01,49.11
204316970103_R02C01,49.38
204316970103_R03C01,46.54
204316970103_R04C01,62.47
204316970103_R05C01,44.03
204316970103_R06C01,23.97
204316970103_R07C01,56.39
204316970103_R08C01,41.03
204316970104_R01C01,46.88
204316970104_R02C01,40.26
204316970104_R03C01,66.63
204316970104_R04C01,52.32
204316970104_R05C01,56.4
204316970104_R06C01,63.54
204316970104_R07C01,72.27
204316970104_R08C01,53.35
204316970105_R01C01,51.21
204316970105_R02C01,54.58
204316970105_R03C01,35.03
204316970105_R04C01,43
204316970105_R05C01,54.9
204316970105_R06C01,50.72
204316970105_R07C01,42.89
204316970105_R08C01,64.56
204316970109_R01C01,54.26
204316970109_R02C01,69.07
204316970109_R03C01,51.35
204316970109_R04C01,61.43
204316970109_R05C01,45.18
204316970109_R06C01,51.64
204316970109_R07C01,37.51
204316970109_R08C01,44.88
204316970127_R01C01,44.04
204316970127_R02C01,47.84
204316970127_R03C01,63.11
204316970127_R04C01,35.9
204316970127_R05C01,39.49
204316970127_R06C01,50.64
204316970127_R08C01,36.79
204316970131_R01C01,64.3
204316970131_R03C01,62.58
204316970131_R04C01,69.84
204316970131_R05C01,37.03
204316970131_R06C01,45.36
204316970131_R07C01,45.91
204316970131_R08C01,71.75
204316970135_R01C01,49.71
204316970135_R02C01,59.47
204316970135_R03C01,50.33
204316970135_R04C01,54.82
204316970135_R05C01,38.28
204316970135_R06C01,41.9
204316970135_R07C01,61.91
204316970135_R08C01,62.08
204316970137_R01C01,67.89
204316970137_R02C01,48.64
204316970137_R03C01,42.69
204316970137_R04C01,66.52
204316970137_R05C01,36.9
204316970137_R06C01,60.91
204316970137_R07C01,42.04
204316970137_R08C01,41.25
204316970140_R01C01,60.53
204316970140_R02C01,54.34
204316970140_R03C01,62.55
204316970140_R04C01,13.82
204316970140_R05C01,54.2
204316970140_R06C01,30.79
204316970140_R07C01,60.49
204316970140_R08C01,58.48
204316970143_R01C01,39.82
204316970143_R02C01,47.3
204316970143_R03C01,60.06
204316970143_R04C01,52.98
204316970143_R05C01,65.06
204316970143_R06C01,63.39
204316970143_R08C01,56.09
204316970144_R01C01,39.75
204316970144_R02C01,84.65
204316970144_R03C01,65.67
204316970144_R04C01,68.42
204316970144_R05C01,35.47
204316970144_R06C01,20.42
204316970144_R07C01,44.93
204316970144_R08C01,61.74
204316970151_R01C01,65.71
204316970151_R02C01,31.6
204316970151_R03C01,60.91
204316970151_R04C01,57.75
204316970151_R05C01,73.9
204316970151_R06C01,49.28
204316970151_R07C01,65.52
204316970151_R08C01,41.49
204316970160_R01C01,37.82
204316970160_R02C01,69.2
204316970160_R03C01,29.76
204316970160_R04C01,36.32
204316970160_R05C01,38.62
204316970160_R06C01,43
204316970160_R07C01,29.46
204316970160_R08C01,37.26
204860510089_R01C01,55.81
204860510089_R02C01,50.98
204860510089_R03C01,32.72
204860510089_R04C01,58.18
204860510089_R05C01,58.39
204860510089_R06C01,31.44
204860510089_R07C01,40.24
204860510089_R08C01,73.92
204860510095_R01C01,63.21
204860510095_R02C01,63.12
204860510095_R03C01,41.64
204860510095_R04C01,40.13
204860510095_R05C01,36.37
204860510095_R06C01,45.91
204860510095_R07C01,50.94
204860510095_R08C01,55.95
204860510124_R01C01,55.86
204860510124_R02C01,44.21
204860510124_R03C01,59.33
204860510124_R04C01,39.47
204860510124_R05C01,42.66
204860510124_R06C01,69.51
204860510124_R07C01,43.92
204860510124_R08C01,50.83
204860510149_R01C01,50.52
204860510149_R02C01,49.52
204860510149_R03C01,44.22
204860510149_R04C01,32.27
204860510149_R05C01,40.25
204860510149_R06C01,36.79
204860510149_R07C01,38.92
204860510149_R08C01,59.41
204860850017_R01C01,67.55
204860850017_R02C01,63.3
204860850017_R03C01,33.97
204860850017_R04C01,38.09
204860850017_R05C01,58.66
204860850017_R06C01,35.04
204860850017_R07C01,41.46
204860850017_R08C01,34.42
204860850020_R01C01,61.33
204860850020_R02C01,51.71
204860850020_R03C01,28.75
204860850020_R04C01,79.53
204860850020_R05C01,59.01
204860850020_R06C01,60.35
204860850020_R07C01,49.01
204860850020_R08C01,54.6
204860850021_R01C01,38.65
204860850021_R02C01,55.14
204860850021_R03C01,75.98
204860850021_R04C01,61.07
204860850021_R05C01,59.25
204860850021_R06C01,62.08
204860850021_R07C01,49.07
204860850111_R01C01,59.23
204860850111_R02C01,65.65
204860850111_R03C01,55.3
204860850111_R04C01,56.57
204860850111_R05C01,67.44
204860850111_R06C01,68.87
204860850111_R07C01,55.18
204860850111_R08C01,58.98
204920830007_R01C01,40.09
204920830007_R02C01,68.76
204920830007_R03C01,36.82
204920830007_R04C01,57.82
204920830007_R05C01,60.76
204920830007_R06C01,42.89
204920830007_R07C01,73.66
204920830007_R08C01,61.05
204920830008_R01C01,66.23
204920830008_R02C01,74.93
204920830008_R03C01,70.14
204920830008_R04C01,78.71
204920830008_R05C01,70.47
204920830008_R06C01,62.63
204920830008_R07C01,82.54
204920830008_R08C01,67.74
204920830010_R01C01,30.22
204920830010_R02C01,31.33
204920830010_R03C01,43.67
204920830010_R04C01,79.05
204920830010_R05C01,30.74
204920830010_R06C01,50.86
204920830010_R07C01,81.2
204920830010_R08C01,47.93
204920830017_R01C01,87.06
204920830017_R02C01,60.79
204920830017_R03C01,57.45
204920830017_R04C01,33.57
204920830017_R05C01,45.28
204920830017_R06C01,55.86
204920830017_R07C01,48.87
204920830017_R08C01,48.45
204921830042_R01C01,58.41
204921830042_R02C01,23.74
204921830042_R03C01,25
204921830042_R04C01,22.32
204921830042_R05C01,21.84
204921830042_R06C01,25.06
204921830042_R07C01,28.99
204921830042_R08C01,59.36
204921830086_R01C01,42.94
204921830086_R02C01,41.44
204921830086_R03C01,50.81
204921830086_R04C01,67.42
204921830086_R05C01,59.66
204921830086_R06C01,30.32
204921830086_R07C01,67.45
204921830086_R08C01,66.73
204921830131_R01C01,65.17
204921830131_R02C01,31.78
204921830131_R03C01,51.26
204921830131_R04C01,48.53
204921830131_R05C01,57.81
204921830131_R06C01,46.81
204921830131_R07C01,69.95
204921830131_R08C01,68.53
204921830132_R01C01,38.83
204921830132_R02C01,56.63
204921830132_R03C01,47.4
204921830132_R04C01,52.59
204921830132_R05C01,78.62
204921830132_R06C01,36.03
204921830132_R07C01,53.96
204921830132_R08C01,52.13
204921840001_R01C01,55.02
204921840001_R02C01,47.03
204921840001_R03C01,55.3
204921840001_R04C01,50.8
204921840001_R05C01,47.24
204921840001_R06C01,41.17
204921840001_R07C01,58.35
204921840001_R08C01,59.77
204921840003_R01C01,72.29
204921840003_R02C01,63.59
204921840003_R03C01,54.14
204921840003_R04C01,50.91
204921840003_R05C01,53.17
204921840003_R06C01,60.47
204921840003_R07C01,60.04
204921840003_R08C01,64.58
204921840014_R01C01,48.1
204921840014_R02C01,37.71
204921840014_R03C01,71.84
204921840014_R04C01,60.03
204921840014_R05C01,59.76
204921840014_R06C01,53.57
204921840014_R07C01,47.59
204921840014_R08C01,53.98
204921840051_R01C01,44.04
204921840051_R02C01,65.7
204921840051_R03C01,46.74
204921840051_R04C01,54.78
204921840051_R05C01,69.1
204921840051_R06C01,55.86
204921840051_R07C01,42.03
204921840051_R08C01,39.58
204921840095_R01C01,63.98
204921840095_R02C01,48.74
204921840095_R03C01,50.12
204921840103_R01C01,50.47
204921840103_R02C01,64.68
204921840103_R03C01,42.54
204921840103_R04C01,43.63
204921840103_R05C01,44.03
204921840103_R06C01,66.88
204921840103_R07C01,44.73
204921840103_R08C01,57.59
204921840114_R01C01,51.99
204921840114_R02C01,63.59
204921840114_R03C01,64.51
204921840114_R04C01,36.88
204921840114_R05C01,54.52
204921840114_R06C01,62.73
204921840114_R07C01,59.89
204921840114_R08C01,55.68
204921840136_R02C01,59.81
204921840136_R03C01,50.97
204921840136_R04C01,68.27
204921840136_R05C01,70.59
204921840136_R06C01,54.34
204921840136_R07C01,55.45
204921840136_R08C01,52.68
204930630009_R01C01,61.21
204930630009_R02C01,52.78
204930630009_R03C01,35.84
204930630009_R04C01,69.99
204930630009_R05C01,36.07
204930630009_R06C01,51.21
204930630009_R07C01,60.88
204930630009_R08C01,56.44
204930630024_R01C01,59.39
204930630024_R02C01,36.72
204930630024_R05C01,54.36
204930630024_R06C01,38.16
204930630024_R07C01,47.68
204930630024_R08C01,61.83
204930630030_R01C01,56.59
204930630030_R02C01,40.97
204930630030_R03C01,40.95
204930630030_R04C01,54.68
204930630030_R05C01,60.33
204930630030_R06C01,71.34
204930630030_R07C01,50.08
204930630030_R08C01,58.41
204930630031_R01C01,57.68
204930630031_R02C01,62.25
204930630031_R03C01,75.46
204930630031_R04C01,57.88
204930630031_R05C01,58.22
204930630031_R06C01,60.45
204930630031_R07C01,59.17
204930630031_R08C01,44.45
204930630033_R01C01,79.63
204930630033_R02C01,27.68
204930630033_R03C01,54.92
204930630033_R04C01,52.57
204930630033_R05C01,62.57
204930630033_R06C01,69.07
204930630033_R07C01,50.47
204930630033_R08C01,36.32
204930630060_R01C01,61.11
204930630060_R02C01,52.96
204930630060_R03C01,55.02
204930630060_R04C01,42.33
204930630060_R05C01,49.58
204930630108_R01C01,43.6
204930630108_R02C01,42.89
204930630117_R01C01,67.06
204930630117_R02C01,64.66
204930630117_R03C01,35.78
204930630117_R04C01,34.82
204930630117_R05C01,52.68
204930630117_R06C01,46.88
204930630117_R07C01,68.05
204930630117_R08C01,49.96
204930630128_R01C01,39.34
204930630128_R02C01,67.8
204930630128_R03C01,66.51
204930630128_R04C01,73.14
204930630128_R05C01,63.73
204930630128_R06C01,75.93
204930630128_R07C01,70.45
204930630128_R08C01,70.94
204930640007_R01C01,52.89
204930640007_R02C01,59.44
204930640007_R03C01,45.37
204930640007_R04C01,37.56
204930640007_R05C01,51.94
204930640007_R06C01,66.94
204930640007_R07C01,48.28
204930640007_R08C01,67.15
204930640008_R01C01,53.13
204930640008_R02C01,41.75
204930640008_R03C01,44.92
204930640008_R04C01,69.34
204930640008_R05C01,72.3
204930640008_R06C01,35.24
204930640008_R07C01,50.68
204930640008_R08C01,60.74
204930640046_R01C01,58
204930640046_R02C01,52.4
204930640046_R03C01,31.76
204930640046_R04C01,39.53
204930640046_R05C01,40.37
204930640046_R06C01,46.08
204930640046_R07C01,44.79
204930640046_R08C01,59.61
204930640049_R01C01,51.93
204930640049_R02C01,70.99
204930640049_R03C01,46
204930640049_R04C01,58.57
204930640049_R05C01,46.94
204930640049_R06C01,60.21
204930640049_R07C01,54.53
204930640049_R08C01,62.54
204930640058_R01C01,31.99
204930640058_R02C01,26.9
204930640058_R03C01,63.3
204930640058_R04C01,34.14
204930640058_R05C01,57.15
204930640058_R06C01,59.23
204930640058_R07C01,44.27
204930640058_R08C01,56.9
204930640080_R01C01,23.31
204930640080_R02C01,57.04
204930640080_R03C01,63.77
204930640080_R04C01,52.43
204930640080_R05C01,37.84
204930640080_R06C01,57.12
204930640080_R07C01,41.61
204930640080_R08C01,50.63
204930640090_R01C01,42.59
204930640090_R02C01,33.97
204930640090_R03C01,40.21
204930640090_R04C01,35.82
204930640090_R05C01,52
204930640090_R06C01,54.87
204930640090_R07C01,61.09
204930640090_R08C01,49.8
204930640127_R01C01,58.43
204930640127_R02C01,57.27
204930640127_R03C01,59
204930640127_R04C01,81.3
204930640127_R05C01,54.08
204930640127_R06C01,54.02
204930640127_R07C01,48.48
204930640127_R08C01,56.81
204930640133_R01C01,49.77
204930640133_R02C01,31.82
204930640133_R03C01,47.47
204930640133_R04C01,62.65
204930640133_R05C01,67.06
204930640133_R06C01,54.96
204930640133_R07C01,54.14
204930640133_R08C01,46.51
204936250001_R01C01,59.17
204936250001_R02C01,76.75
204936250001_R03C01,60.08
204936250001_R04C01,43.87
204936250001_R05C01,48.05
204936250001_R06C01,56.61
204936250001_R07C01,40.76
204936250001_R08C01,46.33
204936250023_R01C01,20.94
204936250023_R02C01,67.67
204936250023_R03C01,75.04
204936250023_R04C01,45.78
204936250023_R05C01,61.75
204936250023_R06C01,59.31
204936250023_R07C01,48.85
204936250023_R08C01,49.63
204936250038_R01C01,71.79
204936250038_R02C01,49.88
204936250038_R03C01,45.33
204936250038_R04C01,54.8
204936250038_R05C01,53.34
204936250038_R06C01,77.62
204936250038_R07C01,63.21
205045240053_R01C01,57.01
205045240053_R02C01,52.38
205045240053_R03C01,82.29
205045240053_R04C01,42.32
205045240053_R05C01,67.61
205045240053_R06C01,42.53
205045240053_R07C01,76.63
205045240053_R08C01,50.13
205045240054_R01C01,26.09
205045240054_R02C01,41.09
205045240054_R03C01,54.78
205045240054_R04C01,46.96
205045240054_R05C01,57.98
205045240054_R06C01,42.07
205045240054_R07C01,61.63
205045240054_R08C01,34.22
205045240059_R01C01,47.02
205045240059_R02C01,36.64
205045240059_R03C01,43.16
205045240059_R04C01,52.47
205045240059_R05C01,55.2
205045240059_R06C01,54.39
205045240059_R08C01,65.65
205045240075_R01C01,75.46
205045240075_R02C01,40.08
205045240075_R03C01,63.64
205045240075_R04C01,65.36
205045240075_R05C01,41.65
205045240075_R06C01,33.6
205045240075_R07C01,66.24
205045240075_R08C01,47.07
205045240102_R01C01,41.37
205045240102_R02C01,50.98
205045240102_R03C01,46.19
205045240102_R04C01,74.17
205045240102_R05C01,65.23
205045240102_R06C01,65.56
205045240102_R07C01,55.93
205045240102_R08C01,45.94
205045240104_R01C01,37.75
205045240104_R02C01,78.71
205045240104_R03C01,67.12
205045240104_R04C01,64.08
205045240104_R05C01,37.6
205045240104_R06C01,66.53
205045240104_R07C01,70.82
205045240104_R08C01,69.39
205045560029_R01C01,46.28
205045560029_R02C01,47.28
205045560029_R03C01,60.88
205045560102_R01C01,44
205045560102_R02C01,58.36
205045560102_R03C01,74.52
205045560102_R04C01,40.2
205045560102_R05C01,59.97
205045560102_R06C01,51.59
205045560102_R07C01,47.37
205045560102_R08C01,60.37
205045560109_R01C01,50.64
205045560109_R02C01,57.3
205045560109_R03C01,42.74
205045560109_R04C01,49.9
205045560109_R05C01,52.85
205045560109_R06C01,66.63
205045560109_R07C01,47.12
205045560109_R08C01,56.33
205045560150_R01C01,65.46
205045560150_R02C01,60.38
205045560150_R03C01,57.24
205045560150_R04C01,85.34
205045560150_R05C01,54.67
205045560150_R06C01,55.31
205045560150_R07C01,45.05
205045560150_R08C01,73.31
205045560159_R01C01,74.78
205045560159_R02C01,38.29
205045560159_R03C01,78.32
205045560159_R04C01,61.61
205045560159_R05C01,37.49
205045560159_R06C01,61.09
205045560159_R07C01,43.41
205046540048_R01C01,60.88
205046540048_R02C01,61.79
205046540048_R03C01,66.25
205046540048_R04C01,44.26
205046540048_R05C01,63.61
205046540048_R06C01,36.74
205046540048_R07C01,49.13
205046540048_R08C01,62.39
205046540068_R01C01,38.14
205046540068_R02C01,40.86
205046540068_R03C01,52.49
205046540068_R04C01,66.36
205046540068_R05C01,39.89
205046540068_R06C01,76.03
